29.75,143.35,0
30.55,117.23,0
28.94,84.68,0
43.01,85.08,0
42.20,111.20,0
42.60,132.90,0
24.52,52.94,0
15.28,62.98,0
24.12,42.09,0
50.64,44.09,0
52.65,58.96,0
53.86,58.96,0
38.18,36.06,0
38.99,15.57,0
28.12,166.66,0
49.18,136.65,0
62.60,95.84,0
80.24,96.11,0
91.56,130.85,0
78.40,142.70,0
61.29,79.00,0
49.97,73.73,0
63.92,50.57,0
98.67,53.46,0
111.30,69.78,0
109.46,96.37,0
81.03,52.67,0
83.40,30.82,0
40.52,81.77,0
27.97,50.39,0
50.09,68.90,0
62.48,81.30,0
60.44,115.19,0
47.73,104.20,0
35.50,27.96,0
59.34,35.64,0
81.15,35.49,0
97.78,66.55,0
92.45,98.09,0
93.55,96.36,0
95.11,51.33,0
94.33,29.68,0
19.63,137.80,0
52.62,116.36,0
41.07,81.31,0
48.08,83.37,1
49.32,116.77,1
40.66,157.59,0
43.96,84.19,0
34.89,55.33,0
41.48,34.30,0
53.44,37.59,1
42.72,61.92,1
54.27,94.91,1
55.50,30.58,0
68.70,19.45,0
44.82,151.49,0
51.34,115.59,0
34.37,89.48,0
24.58,87.53,0
36.33,118.20,0
22.63,141.05,0
78.10,38.58,0
63.09,48.37,0
46.78,44.45,0
49.39,50.98,0
68.31,60.11,0
78.76,45.76,0
51.34,37.92,0
52.65,22.26,0
33.92,161.08,0
61.64,134.42,0
76.57,101.37,0
78.17,102.44,0
113.88,117.37,0
118.68,157.88,0
94.69,88.05,0
70.70,73.65,0
81.36,53.40,0
85.10,57.13,1
68.57,75.25,0
58.44,91.78,0
90.43,52.86,0
94.16,33.67,0
55.57,32.33,0
80.86,80.69,0
45.52,102.64,1
44.41,102.64,0
70.07,74.00,0
32.50,66.18,0
77.89,87.02,1
58.91,111.94,1
89.42,108.59,1
84.58,116.03,0
51.85,112.31,0
66.73,95.57,0
95.00,107.11,0
113.60,98.92,0
51.74,156.16,0
55.39,121.78,0
66.96,93.18,0
81.26,97.13,0
87.34,128.17,0
75.48,164.99,0
28.01,40.23,0
43.83,46.32,0
67.56,47.23,0
97.99,53.62,0
112.60,73.09,0
128.73,94.70,0
80.65,49.97,0
90.99,41.14,0
46.27,146.27,0
59.66,112.57,0
34.82,90.53,0
49.29,92.69,0
37.84,123.59,0
22.07,149.94,0
19.91,75.63,0
15.81,60.72,0
31.14,47.76,0
54.91,41.28,0
63.12,59.86,0
69.38,50.57,0
42.81,39.33,0
43.89,21.18,0
30.93,149.45,0
52.86,119.52,0
28.50,116.74,0
37.20,117.78,0
42.77,139.01,0
35.81,163.38,0
84.88,28.67,0
68.52,45.03,0
48.34,66.27,0
59.82,79.49,0
82.80,72.88,0
99.85,54.08,0
54.95,71.14,0
47.64,55.48,0
43.92,107.79,0
63.45,114.39,0
44.50,87.40,0
26.70,87.40,0
33.01,80.23,1
28.42,113.53,0
93.60,96.02,0
81.25,77.64,0
75.51,56.39,0
52.82,42.33,1
45.65,74.20,1
62.87,97.74,1
71.20,42.61,0
79.53,26.82,0
44.53,159.86,0
76.66,113.37,0
67.92,82.93,0
78.63,86.59,0
109.91,69.69,0
155.56,97.02,0
84.27,17.55,0
78.07,26.85,0
72.43,48.27,0
87.93,60.39,0
109.91,60.39,0
107.94,42.35,0
81.45,48.27,0
82.57,39.25,0
26.77,152.67,0
29.07,118.76,0
28.75,85.85,0
41.91,86.18,0
46.85,120.41,0
44.87,148.39,0
22.82,82.56,0
16.24,68.07,0
21.83,45.69,0
49.15,43.38,0
47.18,64.45,0
57.05,71.69,0
35.99,35.48,0
35.00,16.39,0
92.47,51.92,1
128.44,44.94,1
112.20,51.92,1
97.19,53.57,0
57.52,53.16,0
17.65,50.90,0
112.20,35.28,1
87.74,23.76,1
64.92,17.60,1
64.51,36.30,0
43.14,61.38,0
19.09,54.80,0
61.43,27.05,0
49.92,20.06,0
93.52,164.10,0
94.22,131.00,0
75.91,98.60,0
66.05,98.60,0
61.82,132.40,0
32.24,143.67,0
113.24,85.21,0
94.93,76.76,0
94.93,58.45,0
88.59,57.04,1
82.95,78.17,1
93.52,87.33,1
94.22,52.11,0
97.74,32.38,0
41.99,160.10,0
79.37,142.18,0
84.04,112.59,0
98.06,115.71,0
130.77,131.28,0
